날짜,상품명,발주가능상태,입고수량,카테고리,출고수량
2023-07-07,S7_291,발주가능,254,주류,249
2023-07-07,S7_292,발주가능,639,주류,636
2023-07-07,S7_295,발주가능,505,빵,499
2023-07-07,S7_298,발주가능,95,빵,87
2023-07-07,S7_299,발주가능,303,빵,302
2023-07-07,S7_300,발주가능,251,주류,246
2023-07-07,S7_302,발주가능,452,주류,450
2023-07-07,S7_305,발주가능,76,주류,71
2023-07-07,S7_310,발주가능,411,주류,403
2023-07-07,S7_316,발주가능,47,빵,42
2023-07-07,S7_318,발주가능,251,빵,249
2023-07-07,S7_524,발주가능,353,빵,353
2023-07-07,S7_322,발주가능,681,빵,676
2023-07-07,S7_333,발주가능,390,간식,384
2023-07-07,S7_337,발주가능,426,간식,421
2023-07-07,S7_339,발주가능,575,간식,573
2023-07-07,S7_340,발주가능,175,물,174
2023-07-07,S7_342,발주가능,313,우유,304
2023-07-07,S7_344,발주가능,208,빵,201
2023-07-07,S7_345,발주가능,2,빵,-2
2023-07-07,S7_348,발주가능,149,빵,141
2023-07-07,S7_350,발주가능,458,빵,449
2023-07-07,S7_354,발주가능,84,빵,75
2023-07-07,S7_362,발주가능,211,물,204
2023-07-07,S7_364,발주가능,474,물,472
2023-07-07,S7_365,발주가능,265,물,256
2023-07-07,S7_367,발주가능,300,물,300
2023-07-07,S7_368,발주가능,419,물,417
2023-07-07,S7_369,발주가능,269,물,265
2023-07-07,S7_371,발주가능,631,물,622
2023-07-07,S7_372,발주가능,626,물,619
2023-07-07,S7_374,발주가능,41,물,36
2023-07-07,S7_377,발주가능,599,간식,591
2023-07-07,S7_378,발주가능,443,간식,434
2023-07-07,S7_379,발주가능,613,간식,609
2023-07-07,S7_383,발주가능,678,간식,670
2023-07-07,S7_384,발주가능,411,간식,410
2023-07-07,S7_385,발주가능,210,간식,201
2023-07-07,S7_386,발주가능,353,간식,350
2023-07-07,S7_388,발주가능,254,간식,249
2023-07-07,S7_390,발주가능,19,빵,11
2023-07-07,S7_393,발주가능,533,물,524
2023-07-07,S7_394,발주가능,304,물,301
2023-07-07,S7_396,발주가능,633,물,627
2023-07-07,S7_398,발주가능,392,물,384
2023-07-07,S7_401,발주가능,142,물,142
2023-07-07,S7_402,발주가능,384,물,380
2023-07-07,S7_405,발주가능,433,물,430
2023-07-07,S7_406,발주가능,183,물,179
2023-07-07,S7_412,발주가능,629,우유,628
2023-07-07,S7_416,발주가능,195,우유,192
2023-07-07,S7_417,발주가능,414,우유,411
2023-07-07,S7_422,발주가능,694,우유,689
2023-07-07,S7_423,발주가능,297,우유,288
2023-07-07,S7_425,발주가능,138,우유,137
2023-07-07,S7_426,발주가능,530,간식,521
2023-07-07,S7_427,발주가능,462,간식,456
2023-07-07,S7_428,발주가능,589,간식,582
2023-07-07,S7_429,발주가능,653,간식,651
2023-07-07,S7_431,발주가능,674,간식,671
2023-07-07,S7_433,발주가능,348,물,348
2023-07-07,S7_434,발주가능,93,물,88
2023-07-07,S7_436,발주가능,495,물,486
2023-07-07,S7_440,발주가능,194,주류,189
2023-07-07,S7_443,발주가능,682,빵,673
2023-07-07,S7_446,발주가능,185,우유,177
2023-07-07,S7_447,발주가능,146,우유,142
2023-07-07,S7_450,발주가능,517,스낵,508
2023-07-07,S7_453,발주가능,110,우유,107
2023-07-07,S7_455,발주가능,598,우유,595
2023-07-07,S7_457,발주가능,59,우유,51
2023-07-07,S7_462,발주가능,549,우유,544
2023-07-07,S7_464,발주가능,190,물,185
2023-07-07,S7_467,발주가능,246,물,240
2023-07-07,S7_490,발주가능,131,빵,125
2023-07-07,S7_492,발주가능,352,빵,346
2023-07-07,S7_470,발주가능,49,주류,42
2023-07-07,S7_477,발주가능,606,우유,599
2023-07-07,S7_495,발주가능,452,빵,444
2023-07-07,S7_496,발주가능,40,빵,32
2023-07-07,S7_499,발주가능,38,빵,29
2023-07-07,S7_500,발주가능,64,빵,56
2023-07-07,S7_501,발주가능,606,빵,597
2023-07-07,S7_502,발주가능,205,빵,200
2023-07-07,S7_506,발주가능,629,빵,625
2023-07-07,S7_507,발주가능,393,빵,386
2023-07-07,S7_511,발주가능,226,빵,226
2023-07-07,S7_513,발주가능,440,빵,434
2023-07-07,S7_515,발주가능,236,빵,231
2023-07-08,S7_516,발주가능,135,빵,132
2023-07-08,S7_3,발주가능,684,빵,681
2023-07-08,S7_4,발주가능,549,물,545
2023-07-08,S7_478,발주가능,221,빵,212
2023-07-08,S7_5,발주가능,327,우유,326
2023-07-08,S7_8,발주가능,159,우유,151
2023-07-08,S7_12,발주가능,100,빵,96
2023-07-08,S7_13,발주가능,134,빵,126
2023-07-08,S7_17,발주가능,202,우유,201
2023-07-08,S7_20,단종,442,주류,438
2023-07-08,S7_22,발주가능,437,빵,431
2023-07-08,S7_25,발주가능,171,빵,169
2023-07-08,S7_26,발주가능,92,빵,83
2023-07-08,S7_27,발주가능,295,빵,289
2023-07-08,S7_30,발주가능,46,주류,37
2023-07-08,S7_32,발주가능,308,빵,304
2023-07-08,S7_33,발주가능,365,우유,361
2023-07-08,S7_34,발주가능,87,우유,79
2023-07-08,S7_36,발주가능,387,우유,385
2023-07-08,S7_37,발주가능,509,우유,508
2023-07-08,S7_38,발주가능,410,우유,407
2023-07-08,S7_40,발주가능,377,우유,371
2023-07-08,S7_41,발주가능,413,우유,407
2023-07-08,S7_42,발주가능,134,간식,130
2023-07-08,S7_43,발주가능,3,간식,-4
2023-07-08,S7_47,발주가능,244,배달음식,240
2023-07-08,S7_49,발주가능,477,배달음식,469
2023-07-08,S7_50,발주가능,280,배달음식,273
2023-07-08,S7_53,발주가능,7,물,1
2023-07-08,S7_54,발주가능,497,빵,497
2023-07-08,S7_517,발주가능,375,빵,368
2023-07-08,S7_64,단종,394,우유,391
2023-07-08,S7_66,단종,302,우유,300
2023-07-08,S7_68,발주가능,591,빵,587
2023-07-08,S7_69,단종,585,물,583
2023-07-08,S7_70,발주가능,82,기타,80
2023-07-08,S7_71,발주가능,417,기타,416
2023-07-08,S7_73,발주가능,238,물,236
2023-07-08,S7_75,발주가능,515,빵,507
2023-07-08,S7_518,발주가능,302,빵,298
2023-07-08,S7_77,발주가능,328,빵,319
2023-07-08,S7_79,발주가능,287,빵,278
2023-07-08,S7_81,발주가능,624,우유,615
2023-07-08,S7_97,발주가능,364,주류,356
2023-07-08,S7_98,단종,116,우유,113
2023-07-08,S7_103,발주가능,650,물,641
2023-07-08,S7_105,발주가능,114,빵,112
2023-07-08,S7_106,발주가능,676,주류,668
2023-07-08,S7_107,발주가능,207,주류,202
2023-07-08,S7_109,발주가능,1,빵,-4
2023-07-08,S7_111,단종,141,우유,133
2023-07-08,S7_114,발주가능,520,우유,517
2023-07-08,S7_115,단종,595,우유,595
2023-07-08,S7_116,발주가능,226,우유,221
2023-07-08,S7_118,발주가능,310,우유,306
2023-07-08,S7_123,발주가능,634,빵,632
2023-07-08,S7_125,발주가능,281,물,275
2023-07-08,S7_126,발주가능,448,물,447
2023-07-08,S7_132,발주가능,284,주류,278
2023-07-08,S7_134,발주가능,420,주류,413
2023-07-08,S7_137,발주가능,566,주류,563
2023-07-08,S7_138,발주가능,196,빵,189
2023-07-08,S7_482,발주가능,308,빵,299
2023-07-08,S7_141,발주가능,629,간식,628
2023-07-08,S7_142,발주가능,278,간식,277
2023-07-08,S7_145,발주가능,126,빵,123
2023-07-08,S7_146,발주가능,311,빵,306
2023-07-08,S7_147,발주가능,380,간식,380
2023-07-08,S7_149,발주가능,106,물,97
2023-07-08,S7_150,발주가능,447,물,441
2023-07-08,S7_156,발주가능,237,배달음식,229
2023-07-08,S7_157,발주가능,71,배달음식,68
2023-07-08,S7_158,발주가능,551,배달음식,548
2023-07-08,S7_166,발주가능,696,간식,696
2023-07-08,S7_168,발주가능,111,간식,107
2023-07-08,S7_169,발주가능,421,간식,416
2023-07-08,S7_170,발주가능,504,간식,498
2023-07-08,S7_172,발주가능,189,간식,181
2023-07-08,S7_174,발주가능,231,물,228
2023-07-08,S7_175,발주가능,309,물,303
2023-07-08,S7_178,발주가능,359,물,354
2023-07-08,S7_185,발주가능,193,물,188
2023-07-08,S7_188,발주가능,653,배달음식,652
2023-07-08,S7_189,발주가능,532,배달음식,524
2023-07-08,S7_190,발주가능,171,빵,168
2023-07-08,S7_192,발주가능,188,빵,187
2023-07-08,S7_471,발주가능,96,우유,91
2023-07-08,S7_196,발주가능,194,우유,192
2023-07-08,S7_199,발주가능,63,간식,56
2023-07-08,S7_204,발주가능,116,배달음식,110
2023-07-08,S7_209,발주가능,642,물,641
2023-07-08,S7_210,발주가능,400,물,394
2023-07-08,S7_212,발주가능,623,물,619
2023-07-08,S7_214,발주가능,194,우유,193
2023-07-08,S7_216,발주가능,481,우유,476
2023-07-08,S7_220,발주가능,662,우유,654
2023-07-08,S7_223,발주가능,352,빵,349
2023-07-08,S7_225,발주가능,174,물,169
2023-07-08,S7_226,발주가능,42,물,38
2023-07-08,S7_230,발주가능,25,주류,25
2023-07-08,S7_231,발주가능,261,주류,258
2023-07-08,S7_232,발주가능,471,주류,463
2023-07-08,S7_234,발주가능,75,빵,70
2023-07-08,S7_236,발주가능,224,물,223
2023-07-08,S7_237,발주가능,198,물,192
2023-07-08,S7_238,발주가능,511,빵,507
2023-07-08,S7_240,발주가능,624,물,617
2023-07-08,S7_241,발주가능,136,물,130
2023-07-08,S7_242,발주가능,113,물,107
2023-07-08,S7_243,발주가능,180,배달음식,178
2023-07-08,S7_246,발주가능,687,물,682
2023-07-08,S7_250,발주가능,685,배달음식,685
2023-07-08,S7_252,발주가능,24,우유,15
2023-07-08,S7_261,발주가능,691,간식,691
2023-07-08,S7_262,발주가능,688,간식,681
2023-07-08,S7_267,발주가능,695,배달음식,686
2023-07-08,S7_268,발주가능,447,배달음식,438
2023-07-08,S7_270,발주가능,386,빵,381
2023-07-08,S7_274,발주가능,670,우유,665
2023-07-08,S7_280,발주가능,626,주류,622
2023-07-08,S7_281,발주가능,158,주류,150
2023-07-08,S7_286,발주가능,46,물,39
2023-07-08,S7_292,발주가능,289,주류,288
2023-07-08,S7_293,발주가능,71,주류,67
2023-07-08,S7_298,발주가능,443,빵,442
2023-07-08,S7_299,발주가능,229,빵,228
2023-07-08,S7_302,발주가능,184,주류,179
2023-07-08,S7_303,발주가능,402,주류,395
2023-07-08,S7_305,발주가능,139,주류,132
2023-07-08,S7_309,발주가능,414,주류,408
2023-07-08,S7_311,발주가능,484,주류,482
2023-07-08,S7_313,발주가능,578,물,573
2023-07-08,S7_314,발주가능,456,빵,447
2023-07-08,S7_315,발주가능,663,빵,663
2023-07-08,S7_320,발주가능,594,빵,590
2023-07-08,S7_330,발주가능,201,간식,194
2023-07-08,S7_333,발주가능,601,간식,595
2023-07-08,S7_334,발주가능,495,간식,491
2023-07-08,S7_338,발주가능,591,간식,586
2023-07-08,S7_340,발주가능,694,물,687
2023-07-08,S7_341,발주가능,395,우유,390
2023-07-08,S7_344,발주가능,215,빵,210
2023-07-08,S7_345,발주가능,376,빵,376
2023-07-08,S7_351,발주가능,693,빵,693
2023-07-08,S7_352,발주가능,304,빵,300
2023-07-08,S7_355,발주가능,2,빵,-1
2023-07-08,S7_356,발주가능,666,빵,658
2023-07-08,S7_357,발주가능,686,빵,679
2023-07-08,S7_359,발주가능,512,물,504
2023-07-08,S7_360,발주가능,573,물,566
2023-07-08,S7_362,발주가능,109,물,105
2023-07-08,S7_365,발주가능,61,물,53
2023-07-08,S7_368,발주가능,330,물,325
2023-07-08,S7_369,발주가능,54,물,52
2023-07-08,S7_371,발주가능,460,물,455
2023-07-08,S7_372,발주가능,172,물,168
2023-07-08,S7_373,발주가능,629,물,621
2023-07-08,S7_374,발주가능,431,물,423
2023-07-08,S7_377,발주가능,460,간식,452
2023-07-08,S7_381,발주가능,619,간식,612
2023-07-08,S7_384,발주가능,696,간식,694
2023-07-08,S7_385,발주가능,570,간식,570
2023-07-08,S7_387,발주가능,530,간식,528
2023-07-08,S7_389,발주가능,499,간식,493
2023-07-08,S7_391,발주가능,13,주류,8
2023-07-08,S7_393,발주가능,39,물,35
2023-07-08,S7_394,발주가능,20,물,14
2023-07-08,S7_398,발주가능,469,물,466
2023-07-08,S7_399,발주가능,227,물,221
2023-07-08,S7_403,발주가능,40,물,31
2023-07-08,S7_404,발주가능,453,물,446
2023-07-08,S7_405,발주가능,384,물,384
2023-07-08,S7_407,발주가능,87,물,80
2023-07-08,S7_408,발주가능,230,우유,227
2023-07-08,S7_409,발주가능,332,우유,326
2023-07-08,S7_410,발주가능,630,우유,630
2023-07-08,S7_412,발주가능,473,우유,469
2023-07-08,S7_414,발주가능,28,우유,27
2023-07-08,S7_420,발주가능,212,우유,211
2023-07-08,S7_424,발주가능,180,우유,176
2023-07-08,S7_438,발주가능,359,물,351
2023-07-08,S7_439,발주가능,660,물,659
2023-07-08,S7_440,발주가능,165,주류,164
2023-07-08,S7_442,발주가능,132,빵,125
2023-07-08,S7_445,발주가능,186,우유,186
2023-07-08,S7_446,발주가능,169,우유,163
2023-07-08,S7_449,발주가능,430,우유,428
2023-07-08,S7_450,발주가능,657,스낵,656
2023-07-08,S7_453,발주가능,597,우유,590
2023-07-08,S7_455,발주가능,577,우유,575
2023-07-08,S7_460,발주가능,649,스낵,642
2023-07-08,S7_465,발주가능,230,물,223
2023-07-08,S7_466,발주가능,494,주류,491
2023-07-08,S7_468,발주가능,188,물,181
2023-07-08,S7_490,발주가능,24,빵,18
2023-07-08,S7_491,발주가능,597,빵,597
2023-07-08,S7_494,발주가능,392,빵,388
2023-07-08,S7_485,발주가능,521,빵,515
2023-07-08,S7_487,발주가능,333,빵,328
2023-07-08,S7_475,발주가능,194,배달음식,190
2023-07-08,S7_497,발주가능,67,빵,66
2023-07-08,S7_500,발주가능,273,빵,273
2023-07-08,S7_501,발주가능,655,빵,654
2023-07-08,S7_502,발주가능,259,빵,255
2023-07-08,S7_503,발주가능,672,빵,667
2023-07-08,S7_506,발주가능,373,빵,373
2023-07-08,S7_509,발주가능,578,빵,570
2023-07-08,S7_507,발주가능,430,빵,430
2023-07-08,S7_513,발주가능,376,빵,369
2023-07-08,S7_514,발주가능,121,빵,112
2023-07-09,S7_5,발주가능,456,우유,456
2023-07-09,S7_9,발주가능,527,빵,524
2023-07-09,S7_10,발주가능,543,빵,540
2023-07-09,S7_11,발주가능,630,빵,627
2023-07-09,S7_13,발주가능,400,빵,398
2023-07-09,S7_15,발주가능,620,빵,617
2023-07-09,S7_17,발주가능,194,우유,194
2023-07-09,S7_18,발주가능,524,우유,516
2023-07-09,S7_20,단종,107,주류,103
2023-07-09,S7_25,발주가능,173,빵,164
2023-07-09,S7_26,발주가능,96,빵,89
2023-07-09,S7_29,발주가능,484,주류,481
2023-07-09,S7_34,발주가능,152,우유,151
2023-07-09,S7_35,발주가능,278,우유,273
2023-07-09,S7_41,발주가능,93,우유,84
2023-07-09,S7_42,발주가능,563,간식,562
2023-07-09,S7_45,발주가능,208,간식,205
2023-07-09,S7_47,발주가능,198,배달음식,197
2023-07-09,S7_49,발주가능,506,배달음식,506
2023-07-09,S7_53,발주가능,502,물,500
2023-07-09,S7_58,발주가능,67,배달음식,61
2023-07-09,S7_65,단종,473,우유,467
2023-07-09,S7_66,단종,54,우유,45
2023-07-09,S7_73,발주가능,551,물,545
2023-07-09,S7_74,발주가능,279,빵,274
2023-07-09,S7_75,발주가능,38,빵,32
2023-07-09,S7_77,발주가능,594,빵,586
2023-07-09,S7_78,발주가능,353,빵,352
2023-07-09,S7_80,발주가능,622,우유,615
2023-07-09,S7_81,발주가능,486,우유,481
2023-07-09,S7_82,발주가능,270,물,265
2023-07-09,S7_87,발주가능,376,빵,373
2023-07-09,S7_89,단종,309,물,301
2023-07-09,S7_95,발주가능,419,주류,415
2023-07-09,S7_96,발주가능,276,주류,274
2023-07-09,S7_101,단종,309,배달음식,306
2023-07-09,S7_103,발주가능,429,물,426
2023-07-09,S7_480,발주가능,178,빵,169
2023-07-09,S7_104,발주가능,621,빵,621
2023-07-09,S7_107,발주가능,588,주류,583
2023-07-09,S7_110,발주가능,529,빵,523
2023-07-09,S7_111,단종,144,우유,144
2023-07-09,S7_522,발주중단,535,우유,533
2023-07-09,S7_116,발주가능,510,우유,504
2023-07-09,S7_120,발주가능,54,기타,46
2023-07-09,S7_121,발주가능,568,물,559
2023-07-09,S7_122,발주가능,290,물,283
2023-07-09,S7_124,발주가능,157,주류,156
2023-07-09,S7_126,발주가능,230,물,224
2023-07-09,S7_130,발주가능,603,스낵,594
2023-07-09,S7_133,발주가능,302,주류,298
2023-07-09,S7_135,발주가능,681,주류,676
2023-07-09,S7_136,발주가능,542,주류,537
2023-07-09,S7_137,발주가능,201,주류,201
2023-07-09,S7_138,발주가능,77,빵,72
2023-07-09,S7_482,발주가능,647,빵,647
2023-07-09,S7_141,발주가능,64,간식,56
2023-07-09,S7_143,발주가능,625,간식,617
2023-07-09,S7_145,발주가능,89,빵,86
2023-07-09,S7_149,발주가능,474,물,465
2023-07-09,S7_152,발주가능,544,주류,541
2023-07-09,S7_525,발주가능,676,물,671
2023-07-09,S7_155,발주가능,317,물,313
2023-07-09,S7_160,발주가능,102,물,99
2023-07-09,S7_161,발주가능,338,물,336
2023-07-09,S7_163,발주가능,187,물,178
2023-07-09,S7_167,발주가능,643,간식,634
2023-07-09,S7_170,발주가능,558,간식,550
2023-07-09,S7_174,발주가능,488,물,486
2023-07-09,S7_177,발주가능,580,물,574
2023-07-09,S7_178,발주가능,158,물,157
2023-07-09,S7_180,발주가능,422,빵,418
2023-07-09,S7_181,발주가능,268,물,265
2023-07-09,S7_182,발주가능,629,물,624
2023-07-09,S7_185,발주가능,189,물,184
2023-07-09,S7_188,발주가능,487,배달음식,484
2023-07-09,S7_197,발주가능,89,간식,80
2023-07-09,S7_198,발주가능,541,간식,540
2023-07-09,S7_200,발주가능,175,간식,175
2023-07-09,S7_202,발주가능,65,배달음식,61
2023-07-09,S7_204,발주가능,331,배달음식,328
2023-07-09,S7_205,발주가능,486,배달음식,477
2023-07-09,S7_206,발주가능,465,빵,458
2023-07-09,S7_207,발주가능,649,빵,641
2023-07-09,S7_214,발주가능,439,우유,439
2023-07-09,S7_216,발주가능,428,우유,428
2023-07-09,S7_220,발주가능,427,우유,424
2023-07-09,S7_221,발주가능,169,우유,165
2023-07-09,S7_223,발주가능,234,빵,230
2023-07-09,S7_229,발주가능,141,주류,136
2023-07-09,S7_230,발주가능,59,주류,57
2023-07-09,S7_231,발주가능,325,주류,320
2023-07-09,S7_232,발주가능,599,주류,598
2023-07-09,S7_474,발주가능,207,우유,205
2023-07-09,S7_236,발주가능,360,물,359
2023-07-09,S7_241,발주가능,365,물,356
2023-07-09,S7_244,발주가능,467,배달음식,459
2023-07-09,S7_249,발주가능,360,물,356
2023-07-09,S7_250,발주가능,331,배달음식,330
2023-07-09,S7_251,발주가능,129,배달음식,120
2023-07-09,S7_254,발주가능,256,간식,252
2023-07-09,S7_257,발주가능,562,간식,553
2023-07-09,S7_260,발주가능,201,간식,201
2023-07-09,S7_263,발주가능,658,배달음식,650
2023-07-09,S7_264,발주가능,474,배달음식,471
2023-07-09,S7_266,발주가능,111,배달음식,110
2023-07-09,S7_269,발주가능,394,물,389
2023-07-09,S7_272,발주가능,264,빵,264
2023-07-09,S7_275,발주가능,522,우유,515
2023-07-09,S7_277,발주가능,360,빵,353
2023-07-09,S7_279,발주가능,240,빵,234
2023-07-09,S7_281,발주가능,355,주류,349
2023-07-09,S7_282,발주가능,500,주류,494
2023-07-09,S7_288,발주가능,552,물,551
2023-07-09,S7_291,발주가능,434,주류,431
2023-07-09,S7_293,발주가능,636,주류,634
2023-07-09,S7_294,발주가능,616,빵,608
2023-07-09,S7_295,발주가능,126,빵,118
2023-07-09,S7_297,발주가능,438,빵,438
2023-07-09,S7_300,발주가능,324,주류,316
2023-07-09,S7_301,발주가능,449,주류,442
2023-07-09,S7_304,발주가능,410,주류,404
2023-07-09,S7_309,발주가능,383,주류,377
2023-07-09,S7_311,발주가능,554,주류,545
2023-07-09,S7_314,발주가능,97,빵,90
2023-07-09,S7_316,발주가능,693,빵,686
2023-07-09,S7_524,발주가능,670,빵,664
2023-07-09,S7_320,발주가능,294,빵,287
2023-07-09,S7_324,발주가능,239,주류,231
2023-07-09,S7_327,발주가능,421,주류,419
2023-07-09,S7_329,발주가능,476,주류,472
2023-07-09,S7_330,발주가능,44,간식,40
2023-07-09,S7_331,발주가능,124,간식,117
2023-07-09,S7_336,발주가능,225,간식,218
2023-07-09,S7_338,발주가능,683,간식,676
2023-07-09,S7_340,발주가능,581,물,573
2023-07-09,S7_341,발주가능,68,우유,62
2023-07-09,S7_347,발주가능,220,빵,215
2023-07-09,S7_348,발주가능,212,빵,208
2023-07-09,S7_356,발주가능,7,빵,-1
2023-07-09,S7_357,발주가능,686,빵,681
2023-07-09,S7_360,발주가능,357,물,353
2023-07-09,S7_364,발주가능,3,물,0
2023-07-09,S7_367,발주가능,514,물,514
2023-07-09,S7_370,발주가능,247,물,246
2023-07-09,S7_379,발주가능,499,간식,497
2023-07-09,S7_380,발주가능,4,간식,-2
2023-07-09,S7_387,발주가능,167,간식,167
2023-07-09,S7_388,발주가능,402,간식,398
2023-07-09,S7_389,발주가능,611,간식,611
2023-07-09,S7_390,발주가능,340,빵,335
2023-07-09,S7_397,발주가능,392,물,385
2023-07-09,S7_400,발주가능,19,물,15
2023-07-09,S7_401,발주가능,556,물,554
2023-07-09,S7_404,발주가능,250,물,242
2023-07-09,S7_405,발주가능,175,물,166
2023-07-09,S7_416,발주가능,127,우유,127
2023-07-09,S7_418,발주가능,620,우유,620
2023-07-09,S7_421,발주가능,320,우유,311
2023-07-09,S7_424,발주가능,119,우유,117
2023-07-09,S7_426,발주가능,345,간식,344
2023-07-09,S7_427,발주가능,575,간식,571
2023-07-09,S7_431,발주가능,202,간식,196
2023-07-09,S7_432,발주가능,73,물,64
2023-07-09,S7_434,발주가능,320,물,314
2023-07-09,S7_439,발주가능,232,물,229
2023-07-09,S7_440,발주가능,541,주류,541
2023-07-09,S7_442,발주가능,292,빵,290
2023-07-09,S7_443,발주가능,97,빵,92
2023-07-09,S7_450,발주가능,161,스낵,159
2023-07-09,S7_452,발주가능,618,스낵,610
2023-07-09,S7_454,발주가능,215,우유,211
2023-07-09,S7_455,발주가능,546,우유,539
2023-07-09,S7_457,발주중단,513,우유,504
2023-07-09,S7_458,발주가능,181,주류,174
2023-07-09,S7_493,발주가능,469,빵,464
2023-07-09,S7_461,발주가능,561,스낵,559
2023-07-09,S7_462,발주가능,49,우유,42
2023-07-09,S7_465,발주가능,201,물,201
2023-07-09,S7_466,발주가능,693,주류,690
2023-07-09,S7_467,발주가능,577,물,575
2023-07-09,S7_488,발주가능,398,빵,393
2023-07-09,S7_489,발주가능,415,빵,408
2023-07-09,S7_491,발주가능,695,빵,690
2023-07-09,S7_492,발주가능,248,빵,240
2023-07-09,S7_487,발주가능,199,빵,196
2023-07-09,S7_477,발주가능,9,우유,5
2023-07-09,S7_498,발주가능,699,빵,697
2023-07-09,S7_496,발주가능,634,빵,634
2023-07-09,S7_500,발주가능,133,빵,127
2023-07-09,S7_503,발주가능,70,빵,68
2023-07-09,S7_504,발주가능,144,빵,140
2023-07-09,S7_508,발주가능,574,빵,567
2023-07-09,S7_509,발주가능,357,빵,354
2023-07-09,S7_507,발주가능,578,빵,575
2023-07-09,S7_511,발주가능,177,빵,172
2023-07-10,S7_516,발주가능,647,빵,645
2023-07-10,S7_2,발주가능,304,빵,301
2023-07-10,S7_4,발주가능,353,물,351
2023-07-10,S7_478,발주가능,571,빵,566
2023-07-10,S7_479,단종,242,빵,234
2023-07-10,S7_6,발주가능,399,우유,398
2023-07-10,S7_10,발주가능,646,빵,638
2023-07-10,S7_13,발주가능,56,빵,49
2023-07-10,S7_15,발주가능,12,빵,8
2023-07-10,S7_17,발주가능,77,우유,69
2023-07-10,S7_18,발주가능,177,우유,168
2023-07-10,S7_29,발주가능,215,주류,213
2023-07-10,S7_36,발주가능,366,우유,357
2023-07-10,S7_37,발주가능,40,우유,35
2023-07-10,S7_39,발주가능,116,우유,107
2023-07-10,S7_47,발주가능,669,배달음식,660
2023-07-10,S7_49,발주가능,484,배달음식,483
2023-07-10,S7_50,발주가능,539,배달음식,531
2023-07-10,S7_53,발주가능,461,물,460
2023-07-10,S7_54,발주가능,149,빵,142
2023-07-10,S7_55,단종,448,빵,447
2023-07-10,S7_56,발주가능,512,물,503
2023-07-10,S7_59,발주가능,279,배달음식,278
2023-07-10,S7_60,발주가능,421,빵,417
2023-07-10,S7_69,단종,518,물,516
2023-07-10,S7_74,발주가능,597,빵,595
2023-07-10,S7_75,발주가능,186,빵,183
2023-07-10,S7_518,발주가능,487,빵,479
2023-07-10,S7_82,발주가능,253,물,244
2023-07-10,S7_87,발주가능,693,빵,692
2023-07-10,S7_93,발주가능,139,물,139
2023-07-10,S7_94,발주가능,510,우유,503
2023-07-10,S7_96,발주가능,217,주류,214
2023-07-10,S7_98,단종,28,우유,22
2023-07-10,S7_103,발주가능,155,물,152
2023-07-10,S7_480,발주가능,220,빵,211
2023-07-10,S7_106,발주가능,251,주류,251
2023-07-10,S7_109,발주가능,531,빵,524
2023-07-10,S7_110,발주가능,158,빵,154
2023-07-10,S7_114,발주가능,614,우유,614
2023-07-10,S7_115,단종,256,우유,252
2023-07-10,S7_116,발주가능,646,우유,645
2023-07-10,S7_519,발주가능,4,빵,2
2023-07-10,S7_121,발주가능,503,물,503
2023-07-10,S7_122,발주가능,254,물,254
2023-07-10,S7_125,발주가능,150,물,143
2023-07-10,S7_133,발주가능,414,주류,413
2023-07-10,S7_134,발주가능,467,주류,458
2023-07-10,S7_135,발주가능,195,주류,187
2023-07-10,S7_139,발주가능,244,간식,236
2023-07-10,S7_140,발주가능,3,간식,-4
2023-07-10,S7_141,발주가능,689,간식,685
2023-07-10,S7_142,발주가능,344,간식,335
2023-07-10,S7_143,발주가능,554,간식,550
2023-07-10,S7_146,발주가능,46,빵,37
2023-07-10,S7_147,발주가능,235,간식,230
2023-07-10,S7_512,발주가능,118,빵,116
2023-07-10,S7_484,발주가능,61,빵,53
2023-07-10,S7_150,발주가능,564,물,555
2023-07-10,S7_151,발주가능,97,빵,92
2023-07-10,S7_152,발주가능,453,주류,450
2023-07-10,S7_155,발주가능,576,물,570
2023-07-10,S7_156,발주가능,530,배달음식,524
2023-07-10,S7_169,발주가능,445,간식,443
2023-07-10,S7_172,발주가능,184,간식,178
2023-07-10,S7_173,발주가능,691,간식,688
2023-07-10,S7_174,발주가능,584,물,581
2023-07-10,S7_175,발주가능,320,물,313
2023-07-10,S7_179,발주가능,54,스낵,53
2023-07-10,S7_180,발주가능,393,빵,389
2023-07-10,S7_181,발주가능,635,물,633
2023-07-10,S7_185,발주가능,377,물,369
2023-07-10,S7_188,발주가능,127,배달음식,124
2023-07-10,S7_191,발주가능,128,빵,121
2023-07-10,S7_192,발주가능,493,빵,484
2023-07-10,S7_200,발주가능,296,간식,296
2023-07-10,S7_472,발주가능,375,배달음식,367
2023-07-10,S7_202,발주가능,194,배달음식,194
2023-07-10,S7_204,발주가능,272,배달음식,263
2023-07-10,S7_206,발주가능,683,빵,682
2023-07-10,S7_210,발주가능,68,물,60
2023-07-10,S7_212,발주가능,53,물,49
2023-07-10,S7_214,발주가능,277,우유,268
2023-07-10,S7_218,발주가능,94,우유,88
2023-07-10,S7_221,발주가능,431,우유,429
2023-07-10,S7_223,발주가능,190,빵,190
2023-07-10,S7_224,발주가능,455,빵,453
2023-07-10,S7_473,발주가능,275,우유,269
2023-07-10,S7_227,발주가능,27,우유,23
2023-07-10,S7_228,발주가능,65,우유,60
